"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","C","budget","class_balance","criterion","dataset","feature_correlation_mean","feature_kurtosis","feature_skew_mean","feature_skewness","feature_std_mean","kernel","max_depth","method","n_estimators","n_features","n_rounds","n_samples","noise_indicator","run_id","seed","best_score","best_so_far","round_time","score","used_hb","used_optuna","used_random","used_sh"
"2025-12-13 04:01:28","4.7s","9b978a27faea4606abbd980cf9ce527f","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","entropy","","","","","","","","23","optuna_only","53","","","","","","7","0.9643997553187793","","","","","","",""
"2025-12-13 04:00:15","1.2min","cfa28491b0064f6795fd01485c66edd0","luxuriant-yak-154","LOCAL","src/main.py","francoramirez","FINISHED","","","0.6285714285714286","entropy","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","","None","","200","30","20","455","1.0245074903900662","dac6c649","7","0.9748241844701326","0.9748241844701326","0.2008359432220459","0.971211841672762","1","1","1","1"
"2025-12-13 04:00:10","5.0s","7c2fc9e4611b40baac5d160b3efe884f","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","gini","","","","","","","","25","optuna_only","52","","","","","","6","0.9645679251994693","","","","","","",""
"2025-12-13 03:58:59","1.2min","5172b38164464824a89906cca4470176","useful-squirrel-82","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","1b7e46f5","6","0.971211841672762","0.971211841672762","1.8701229095458984","0.9573124431841672","1","1","1","1"
"2025-12-13 03:58:54","4.9s","fe0909d6be5e4194a8c0712f93f4b94e","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","entropy","","","","","","","","8","optuna_only","99","","","","","","5","0.9596424433073025","","","","","","",""
"2025-12-13 03:57:42","1.2min","2c7c764fecae4de99b78712389b2d24d","honorable-skink-367","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","51b4a539","5","0.971211841672762","0.971211841672762","2.529463052749634","0.9547281005975932","1","1","1","1"
"2025-12-13 03:57:37","4.7s","3680cd95e2b84f3aa7c03029b3d79bcd","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","entropy","","","","","","","","24","optuna_only","59","","","","","","4","0.962117075995673","","","","","","",""
"2025-12-13 03:56:25","1.2min","811549ce568b48a5af47d6887e39a44f","glamorous-foal-105","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","7e8f0a80","4","0.971211841672762","0.971211841672762","0.20109295845031738","0.971211841672762","1","1","1","1"
"2025-12-13 03:56:20","4.8s","ed694c149d4c48fb81ec837f50156a1a","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","gini","","","","","","","","23","optuna_only","92","","","","","","3","0.9596424433073025","","","","","","",""
"2025-12-13 03:55:06","1.2min","7504636e87f7440daa439ad7d444acd9","charming-grub-937","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","bc9ac962","3","0.971211841672762","0.971211841672762","2.4215760231018066","0.9598040776354111","1","1","1","1"
